Date,FY,Year,Month,Week,type,Ndate,Bank,DLCY,DFCY,DTOTAL,LLCY,LFCY,LTOTAL,CD
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Prabhu Bank Ltd,270.07,2.68,272.75,239.61,0.57,240.18,0.864
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Prime Commercial Bank Ltd,192.15,4.9,197.04,177.19,0.11,177.3,0.8498
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Rastriya Banijya Bank Ltd,311.59,1.44,313.03,242.03,0,242.03,0.7732
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Sanima Bank Ltd,178.13,4.86,182.99,151.56,1.93,153.49,0.7888
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Siddhartha Bank Ltd,214.46,3.38,217.84,192.84,1.72,194.57,0.8228
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Standard Chartered Bank Nepal Ltd,99.61,23.01,122.63,85.84,0.82,86.66,0.7067
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Agricultural Development Bank Ltd,208.15,0,208.15,189.55,0,189.55,0.823
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Citizens Bank International Ltd,168.39,3.2,171.59,146.35,0,146.35,0.8419
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Everest Bank Ltd,214.25,2.49,216.74,169.52,1.7,171.22,0.7762
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Global IME Bank Ltd,454.51,5.25,459.77,371.3,3.37,374.67,0.7953
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Himalayan Bank Ltd,277.09,18.19,295.28,243.1,4.63,247.73,0.81652
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Kumari Bank Ltd,321.46,5.78,327.24,291.11,1.91,293.01,0.8589
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Laxmi Sunrise Bank Ltd,289.49,7.12,296.61,253.26,2.04,255.3,0.8261
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Machhapuchchhre Bank Ltd,152.77,3.61,156.38,131.24,0.71,131.95,0.8093
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Nabil Bank Ltd,410.81,12.39,423.2,359.83,4.71,364.54,0.8489
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Nepal Bank Ltd,244.28,0.89,245.17,186.67,0,186.67,0.7506
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Nepal Investment Mega Bank Ltd,365.16,10.47,375.62,320.29,5.15,325.45,0.8293
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Nepal SBI Bank Ltd,163.04,5.83,168.87,121.96,2.26,124.22,0.7159
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,NIC Asia Bank Ltd,378.75,0.83,379.58,300.38,0,300.38,0.7695
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,NMB Bank Ltd,235.59,3.24,238.83,196.12,4.31,200.43,0.7503
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Prabhu Bank Ltd,269.49,2.67,272.16,239.55,0.66,240.21,0.866
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Prime Commercial Bank Ltd,194.38,4.9,199.28,177.56,0.11,177.67,0.8479
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Rastriya Banijya Bank Ltd,311.18,1.43,312.61,241.8,0,241.8,0.7735
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Sanima Bank Ltd,178.32,4.97,183.29,151.57,1.82,153.39,0.7871
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Siddhartha Bank Ltd,214.38,2.9,217.28,193.06,1.74,194.8,0.8255
12/1/2023,2080/81,2080,Mangsir,3rd Week,Week,8/15/2080,Standard Chartered Bank Nepal Ltd,99.38,23.06,122.44,85.24,0.95,86.19,0.7039
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Agricultural Development Bank Ltd,211.34,0,211.34,189.45,0,189.45,0.8204
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Citizens Bank International Ltd,168.56,3.17,171.73,146.59,0,146.59,0.8427
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Everest Bank Ltd,213.51,2.46,215.97,170.65,1.5,172.15,0.783
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Global IME Bank Ltd,457.15,5.25,462.4,371.31,3.06,374.38,0.7904
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Himalayan Bank Ltd,279.88,18.86,298.74,243.33,4.95,248.28,0.80911
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Kumari Bank Ltd,321.21,5.67,326.89,290.91,1.72,292.63,0.8557
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Laxmi Sunrise Bank Ltd,291.31,7.07,298.38,253.34,2.04,255.38,0.8216
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Machhapuchchhre Bank Ltd,154.5,3.52,158.02,131.17,0.68,131.85,0.8004
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Nabil Bank Ltd,410.84,11.85,422.69,359.79,4.33,364.12,0.849
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Nepal Bank Ltd,246.62,0.93,247.55,186.71,0,186.71,0.7437
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Nepal Investment Mega Bank Ltd,365.77,10.02,375.79,322.75,5.11,327.86,0.835
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Nepal SBI Bank Ltd,162.55,5.86,168.41,121.87,2.05,123.92,0.7161
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,NIC Asia Bank Ltd,377.42,0.82,378.24,300.05,0,300.05,0.7714
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,NMB Bank Ltd,235.29,3.24,238.54,196.16,4.33,200.49,0.7525
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Prabhu Bank Ltd,270.23,2.73,272.96,239.43,0.47,239.9,0.8622
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Prime Commercial Bank Ltd,195.44,4.87,200.31,178.27,0.11,178.38,0.8456
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Rastriya Banijya Bank Ltd,321.44,1.44,322.88,242.68,0,242.68,0.7718
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Sanima Bank Ltd,178.64,4.59,183.23,151.34,1.84,153.18,0.7862
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Siddhartha Bank Ltd,216.33,3.14,219.47,193.18,1.74,194.92,0.8184
12/8/2023,2080/81,2080,Mangsir,4th Week,Week,8/22/2080,Standard Chartered Bank Nepal Ltd,99.42,24.27,123.69,85.8,0.98,86.78,0.7016
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Agricultural Development Bank Ltd,211.81,0,211.81,190.1,0,190.1,0.8177
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Citizens Bank International Ltd,170.96,3.18,174.14,147.01,0,147.01,0.8337
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Everest Bank Ltd,213.57,2.66,216.23,171.68,1.6,173.28,0.7839
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Global IME Bank Ltd,459.4,5.13,464.54,370.01,3.23,373.24,0.7965
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Himalayan Bank Ltd,281.4,18.82,300.22,243.56,4.66,248.23,0.81561
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Kumari Bank Ltd,321.51,5.64,327.15,291.76,1.77,293.52,0.8575
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Laxmi Sunrise Bank Ltd,295.14,6.96,302.1,252.98,2.09,255.07,0.8261
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Machhapuchchhre Bank Ltd,155.93,3.52,159.45,130.93,0.63,131.56,0.8119
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Nabil Bank Ltd,413.55,12.31,425.86,362.69,4.4,367.1,0.8513
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Nepal Bank Ltd,250.63,0.85,251.48,187.57,0,187.57,0.7356
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Nepal Investment Mega Bank Ltd,369.4,10.14,379.54,322.81,5.63,328.44,0.8287
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Nepal SBI Bank Ltd,160.31,5.93,166.23,122.72,2.08,124.8,0.7304
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,NIC Asia Bank Ltd,379.59,0.86,380.46,300.19,0,300.19,0.7721
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,NMB Bank Ltd,235.16,3.04,238.2,197.02,4.15,201.17,0.7557
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Prabhu Bank Ltd,271.14,2.65,273.79,238.76,0.45,239.21,0.862
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Prime Commercial Bank Ltd,196.32,4.85,201.17,179.66,0.11,179.77,0.8448
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Rastriya Banijya Bank Ltd,320.89,1.44,322.33,243.01,0,243.01,0.7481
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Sanima Bank Ltd,179.68,4.73,184.41,152.33,1.82,154.15,0.7864
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Siddhartha Bank Ltd,217.58,3.25,220.83,194.27,1.83,196.09,0.8222
12/16/2023,2080/81,2080,Mangsir,End Date,End,8/30/2080,Standard Chartered Bank Nepal Ltd,99.98,22.89,122.87,85.47,0.99,86.46,0.7048
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Agricultural Development Bank Ltd,214.91,0,214.91,189.91,0,189.91,0.8008
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Citizens Bank International Ltd,171.39,3.5,174.89,148.89,0,148.89,0.8411
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Everest Bank Ltd,213.72,2.91,216.63,171.9,1.89,173.79,0.7892
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Global IME Bank Ltd,458.01,5.43,463.45,374.33,3.81,378.14,0.7975
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Himalayan Bank Ltd,282.22,22.3,304.52,243.75,4.96,248.71,0.7956
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Kumari Bank Ltd,321.81,5.43,327.24,290.38,1.84,292.22,0.8536
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Laxmi Sunrise Bank Ltd,301.03,7.11,308.14,251.96,2.06,254.02,0.7924
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Machhapuchchhre Bank Ltd,155.27,2.45,157.72,130.6,0.7,131.29,0.7981
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Nabil Bank Ltd,413.62,12.02,425.64,364.31,4.24,368.55,0.8534
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Nepal Bank Ltd,251.71,0.83,252.53,187.37,0,187.37,0.7318
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Nepal Investment Mega Bank Ltd,370.84,10.51,381.35,322.46,5.55,328.01,0.8238
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Nepal SBI Bank Ltd,165.05,5.88,170.94,122.61,2.15,124.75,0.7106
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,NIC Asia Bank Ltd,380.14,0.89,381.03,300,0,300,0.7657
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,NMB Bank Ltd,234.38,3.49,237.87,196.85,4.13,200.98,0.7573
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Prabhu Bank Ltd,272.02,3.63,275.65,238.46,0.7,239.16,0.8513
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Prime Commercial Bank Ltd,196.79,4.87,201.66,179.8,0.11,179.91,0.8431
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Rastriya Banijya Bank Ltd,320.47,1.45,321.92,244.43,0,244.43,0.7481
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Sanima Bank Ltd,179.89,4.94,184.83,152.48,1.95,154.43,0.7862
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Siddhartha Bank Ltd,217.91,2.77,220.68,194.55,1.85,196.4,0.8203
12/22/2023,2080/81,2080,Poush,1st Week,Week,9/6/2080,Standard Chartered Bank Nepal Ltd,99.04,22.97,122.01,88.31,1.01,89.32,0.7321
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Agricultural Development Bank Ltd,217.32,0,217.32,190.1,0,190.1,0.7981
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Citizens Bank International Ltd,173.32,3.47,176.79,149.1,0,149.1,0.8333
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Everest Bank Ltd,214.49,2.84,217.33,172.9,1.7,174.6,0.7903
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Global IME Bank Ltd,461.03,5.29,466.32,375.79,4.01,379.81,0.7964
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Himalayan Bank Ltd,283.34,24.45,307.79,244.77,4.74,249.51,0.78985
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Kumari Bank Ltd,323.19,5.48,328.68,290.35,1.85,292.2,0.85
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Laxmi Sunrise Bank Ltd,299.44,7.24,306.68,252.89,1.99,254.88,0.7987
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Machhapuchchhre Bank Ltd,154.74,2.51,157.24,131.2,0.74,131.95,0.8042
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Nabil Bank Ltd,416.52,12.35,428.87,364.61,4.43,369.04,0.8482
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Nepal Bank Ltd,251.85,0.84,252.69,187.79,0,187.79,0.733
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Nepal Investment Mega Bank Ltd,372.49,10.22,382.71,323.2,5.9,329.1,0.8238
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Nepal SBI Bank Ltd,165.22,5.97,171.19,122.95,2.18,125.14,0.7117
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,NIC Asia Bank Ltd,378.5,0.86,379.36,299.56,0,299.56,0.7679
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,NMB Bank Ltd,237.36,3.88,241.24,197.04,3.97,201.01,0.7479
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Prabhu Bank Ltd,273.95,3.63,277.58,238.4,0.71,239.11,0.8454
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Prime Commercial Bank Ltd,198.09,4.89,202.98,180.27,0.11,180.38,0.8422
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Rastriya Banijya Bank Ltd,320.89,1.44,322.33,245.92,0,245.92,0.7572
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Sanima Bank Ltd,180.22,4.9,185.12,153.24,1.65,154.89,0.7874
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Siddhartha Bank Ltd,220.48,2.8,223.29,194.98,1.85,196.83,0.8132
12/29/2023,2080/81,2080,Poush,2nd Week,Week,9/13/2080,Standard Chartered Bank Nepal Ltd,101.29,23.44,124.73,88.17,1.06,89.23,0.7153
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Agricultural Development Bank Ltd,222.71,0,222.71,190.48,0,190.48,0.7938
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Citizens Bank International Ltd,173.02,3.55,176.57,150.08,0,150.08,0.8392
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Everest Bank Ltd,214.39,2.69,217.08,173.21,1.61,174.82,0.7922
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Global IME Bank Ltd,462.26,5.36,467.62,379,3.94,382.93,0.801
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Himalayan Bank Ltd,283.49,24.14,307.62,243.72,5.37,249.09,0.78917
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Kumari Bank Ltd,323.14,5.31,328.45,290.41,2.42,292.83,0.8524
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Laxmi Sunrise Bank Ltd,298.92,7.41,306.34,252.88,2.07,254.96,0.7998
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Machhapuchchhre Bank Ltd,153.98,2.47,156.45,132.37,0.75,133.12,0.8161
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Nabil Bank Ltd,418.34,11.95,430.28,365.59,4.56,370.15,0.848
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Nepal Bank Ltd,252.94,0.86,253.79,188.14,0,188.14,0.7312
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Nepal Investment Mega Bank Ltd,377.68,10.26,387.94,322.55,5.96,328.51,0.8116
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Nepal SBI Bank Ltd,164.2,5.8,170,123.45,1.94,125.39,0.718
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,NIC Asia Bank Ltd,377.26,0.86,378.12,299.29,0,299.29,0.7996
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,NMB Bank Ltd,232.39,4.02,236.4,197.35,3.92,201.26,0.7645
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Prabhu Bank Ltd,275.2,3.66,278.86,238.3,1.04,239.34,0.8428
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Prime Commercial Bank Ltd,199.94,4.88,204.82,180.99,0.11,181.1,0.8407
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Rastriya Banijya Bank Ltd,320.7,1.44,322.14,246.25,0,246.25,0.7586
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Sanima Bank Ltd,188.2,4.81,193.01,153.15,1.72,154.87,0.7569
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Siddhartha Bank Ltd,222.36,2.95,225.31,195.28,1.81,197.09,0.8079
1/5/2024,2080/81,2080,Poush,3rd Week,Week,9/20/2080,Standard Chartered Bank Nepal Ltd,99.02,24.03,123.05,88.44,1.26,89.7,0.729
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Agricultural Development Bank Ltd,229.59,0,229.59,192.97,0,192.97,0.786
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Citizens Bank International Ltd,173.61,4.07,177.68,152.4,0,152.4,0.8467
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Everest Bank Ltd,213.16,1.68,214.84,175.07,1.72,176.79,0.79
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Global IME Bank Ltd,463.68,5.28,468.96,382.09,3.84,385.93,0.8004
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Himalayan Bank Ltd,282.52,18.62,301.15,245.14,4.81,249.95,0.79768
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Kumari Bank Ltd,328.43,5.18,333.61,291.3,2.2,293.5,0.8519
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Laxmi Sunrise Bank Ltd,309.16,7.44,316.6,256.31,1.87,258.18,0.7973
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Machhapuchchhre Bank Ltd,154.64,2.33,156.97,132.19,0.63,132.83,0.8061
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Nabil Bank Ltd,421.5,12.3,433.79,370.55,4.45,375,0.8495
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Nepal Bank Ltd,257.5,0.98,258.48,190.26,0,190.26,0.7262
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Nepal Investment Mega Bank Ltd,377.35,14.9,392.25,324.6,5.99,330.59,0.8082
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Nepal SBI Bank Ltd,161.27,6.19,167.46,126.11,2.02,128.12,0.7445
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,NIC Asia Bank Ltd,380.53,0.87,381.4,302.66,0,302.66,0.7686
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,NMB Bank Ltd,231.15,3.44,234.59,198.5,4.02,202.52,0.7603
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Prabhu Bank Ltd,282.76,4.12,286.88,238.15,1,239.15,0.8435
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Prime Commercial Bank Ltd,204.6,4.48,209.07,182.9,0.11,183.01,0.8392
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Rastriya Banijya Bank Ltd,335.58,1.44,337.02,256.71,0,256.71,0.7561
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Sanima Bank Ltd,179.78,4.75,184.53,155.22,1.8,157.03,0.807
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Siddhartha Bank Ltd,221.82,2.41,224.23,196.95,1.77,198.72,0.8131
1/14/2024,2080/81,2080,Poush,End Date,End,9/29/2080,Standard Chartered Bank Nepal Ltd,97.53,23.06,120.59,90.66,1.12,91.78,0.7321
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Agricultural Development Bank Ltd,228.86,0,228.86,192,0,192,0.803
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Citizens Bank International Ltd,175.08,3.92,179,152.22,0,152.22,0.8453
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Everest Bank Ltd,212.92,1.87,214.79,173.86,1.6,175.46,0.8035
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Global IME Bank Ltd,465.64,5.27,470.92,381.06,3.92,384.98,0.7995
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Himalayan Bank Ltd,284.38,18.99,303.37,245.52,4.76,250.28,0.8079
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Kumari Bank Ltd,324.67,5.14,329.81,292.57,2.27,294.84,0.8548
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Laxmi Sunrise Bank Ltd,305.76,7.37,313.14,253.3,1.83,255.13,0.7934
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Machhapuchchhre Bank Ltd,153.84,2.26,156.1,132.06,0.73,132.79,0.8282
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Nabil Bank Ltd,422.03,13.32,435.34,370.65,4.63,375.29,0.856
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Nepal Bank Ltd,256.87,0.89,257.76,189.95,0,189.95,0.7319
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Nepal Investment Mega Bank Ltd,379.11,15.13,394.24,324.55,5.94,330.49,0.8099
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Nepal SBI Bank Ltd,161.23,6.23,167.46,125.88,1.89,127.77,0.7473
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,NIC Asia Bank Ltd,377.96,0.9,378.86,301.61,0,301.61,0.785
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,NMB Bank Ltd,228.58,3.4,231.98,197.75,3.95,201.7,0.7793
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Prabhu Bank Ltd,284.97,4.04,289,237.73,1.06,238.79,0.8199
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Prime Commercial Bank Ltd,203.05,4.49,207.54,182.78,0.11,182.89,0.8333
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Rastriya Banijya Bank Ltd,331.08,1.42,332.5,247.94,0,247.94,0.7431
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Sanima Bank Ltd,179.49,4.68,184.17,154.67,1.8,156.47,0.8106
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Siddhartha Bank Ltd,222.93,2.38,225.31,196.65,1.76,198.4,0.8255
1/19/2024,2080/81,2080,Magh,1st Week,Week,10/5/2080,Standard Chartered Bank Nepal Ltd,97.74,22.95,120.69,90.29,1.12,91.41,0.7574
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Agricultural Development Bank Ltd,228.32,0,228.32,192.11,0,192.11,0.8053
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Citizens Bank International Ltd,175.69,3.97,179.66,152.79,0,152.79,0.8457
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Everest Bank Ltd,213.24,1.93,215.18,173.6,1.67,175.28,0.8032
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Global IME Bank Ltd,461.71,5.19,466.9,383.54,4.15,387.69,0.8119
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Himalayan Bank Ltd,282.58,19.72,302.29,246.59,5.23,251.8,0.8161
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Kumari Bank Ltd,323.7,5.21,328.92,292.66,2.27,294.93,0.8651
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Laxmi Sunrise Bank Ltd,310.37,7.42,317.79,253.37,1.85,255.22,0.7824
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Machhapuchchhre Bank Ltd,153.14,2.17,155.31,132.4,0.72,133.12,0.8344
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Nabil Bank Ltd,419.73,12.41,432.14,371.48,4.85,376.33,0.8646
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Nepal Bank Ltd,256.13,0.89,257.02,190.07,0,190.07,0.7345
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Nepal Investment Mega Bank Ltd,383.31,14.49,397.8,325.94,6.19,332.13,0.8069
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,Nepal SBI Bank Ltd,172.47,6.26,178.73,125.95,2.09,128.04,0.7026
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,NIC Asia Bank Ltd,375,0.65,375.65,300.2,0,300.2,0.7879
1/26/2024,2080/81,2080,Magh,2nd Week,Week,10/12/2080,NMB Bank Ltd,228.7,3.43,232.14,197.83,4.03,201.85,0.7873
