Date,FY,Year,Month,Week,type,Ndate,Bank,DLCY,DFCY,DTOTAL,LLCY,LFCY,LTOTAL,CD
9/22/2023,2080/81,2080,Ashoj,1st Week,Week,6/5/2080,Rastriya Banijya Bank Ltd,304.87,1.11,305.98,241.63,0,241.63,0.7863
9/22/2023,2080/81,2080,Ashoj,1st Week,Week,6/5/2080,Sanima Bank Ltd,183.6,4.87,188.47,149.95,1.96,151.91,0.7593
9/22/2023,2080/81,2080,Ashoj,1st Week,Week,6/5/2080,Siddhartha Bank Ltd,215.77,3.25,219.01,189.75,1.27,191.02,0.8036
9/22/2023,2080/81,2080,Ashoj,1st Week,Week,6/5/2080,Standard Chartered Bank Nepal Ltd,103.14,21.64,124.78,89.76,1.44,91.21,0.7157
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Agricultural Development Bank Ltd,203.13,0,203.13,184.08,0,184.08,0.8018
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Citizens Bank International Ltd,166.68,3.92,170.6,144.09,0,144.09,0.8337
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Everest Bank Ltd,200.93,2.32,203.25,169.92,1.91,171.83,0.8297
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Global IME Bank Ltd,444.4,4.57,448.97,370.65,2.91,373.57,0.8122
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Himalayan Bank Ltd,262.88,23.23,286.11,241.18,4.48,245.65,0.8349
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Kumari Bank Ltd,324.59,5.76,330.35,291.19,1.47,292.66,0.8596
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Laxmi Sunrise Bank Ltd,286.62,6.9,293.52,252.71,1.75,254.46,0.8317
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Machhapuchchhre Bank Ltd,145.5,4.46,149.96,130.88,0.25,131.13,0.8357
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Nabil Bank Ltd,392.4,12.14,404.54,353.18,4.09,357.27,0.8698
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Nepal Bank Ltd,240.75,0.76,241.5,186.9,0,186.9,0.7626
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Nepal Investment Mega Bank Ltd,345.62,10.81,356.43,317.11,5.31,322.42,0.8605
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Nepal SBI Bank Ltd,152.44,5.7,158.14,121.95,2.65,124.6,0.7655
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,NIC Asia Bank Ltd,355.72,0.9,356.62,293.68,0,293.68,0.7994
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,NMB Bank Ltd,199.92,2.47,202.39,192.91,3.6,196.51,0.862
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Prabhu Bank Ltd,273.37,2.66,276.03,238.78,0.45,239.23,0.8509
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Prime Commercial Bank Ltd,190.01,4.72,194.73,171.77,0.12,171.9,0.8389
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Rastriya Banijya Bank Ltd,307.76,1.12,308.88,242.72,1.12,243.84,0.7858
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Sanima Bank Ltd,179.83,4.97,184.8,150.13,1.85,151.98,0.7739
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Siddhartha Bank Ltd,214.82,3.09,217.92,190.57,1.29,191.86,0.8115
9/29/2023,2080/81,2080,Ashoj,2nd Week,Week,6/12/2080,Standard Chartered Bank Nepal Ltd,103.17,21.8,124.97,90.57,1.36,91.94,0.7204
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Agricultural Development Bank Ltd,204,0.14,204.14,184.41,0,184.41,0.8005
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Citizens Bank International Ltd,168.32,3.98,172.29,144.41,0,144.41,0.8275
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Everest Bank Ltd,204.44,2.34,206.78,170.7,2.01,172.71,0.82
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Global IME Bank Ltd,448.19,4.82,453.01,369.17,3.21,372.38,0.8026
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Himalayan Bank Ltd,268.42,19.99,288.41,241.35,4.34,245.69,0.8286
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Kumari Bank Ltd,325.64,5.81,331.45,291.63,1.72,293.35,0.8559
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Laxmi Sunrise Bank Ltd,288.13,6.95,295.08,253.92,1.76,255.68,0.8315
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Machhapuchchhre Bank Ltd,145.23,4.49,149.72,131.02,0.29,131.31,0.8384
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Nabil Bank Ltd,397.45,11.72,409.17,354.41,4.17,358.58,0.8633
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Nepal Bank Ltd,246.5,0.78,247.28,186.98,0,186.98,0.7455
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Nepal Investment Mega Bank Ltd,348.53,10.88,359.41,316.8,5.21,322.01,0.8526
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Nepal SBI Bank Ltd,150.49,6.16,156.65,121.4,2.56,123.96,0.796
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,NIC Asia Bank Ltd,360.16,0.89,361.05,301.29,0,301.29,0.8109
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,NMB Bank Ltd,200.13,2.52,202.65,193.54,3.66,197.2,0.8639
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Prabhu Bank Ltd,274.04,2.7,276.74,238.43,0.45,238.88,0.8472
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Prime Commercial Bank Ltd,191.98,4.72,196.7,172.24,0.12,172.36,0.835
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Rastriya Banijya Bank Ltd,315,1.15,316.15,242.63,0,242.63,0.7675
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Sanima Bank Ltd,187.72,4.94,192.66,150.45,2,152.45,0.7464
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Siddhartha Bank Ltd,214.99,3.11,218.1,191.67,1.2,192.87,0.8136
10/6/2023,2080/81,2080,Ashoj,3rd Week,Week,6/19/2080,Standard Chartered Bank Nepal Ltd,101.28,23.13,124.41,90.66,1.08,91.73,0.7219
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Agricultural Development Bank Ltd,207.51,0,207.51,185.65,0,185.65,0.8006
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Citizens Bank International Ltd,171.43,3.96,175.39,144.69,0,144.69,0.8146
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Everest Bank Ltd,206.03,2.43,208.46,171.09,1.87,172.96,0.8157
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Global IME Bank Ltd,447.92,4.56,452.48,369.59,3.38,372.97,0.8049
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Himalayan Bank Ltd,268.27,18.97,287.24,241.09,4.29,245.39,0.8308
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Kumari Bank Ltd,327.31,5.65,332.96,291.61,1.72,293.33,0.855
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Laxmi Sunrise Bank Ltd,289.34,6.95,296.3,254.06,1.76,255.81,0.8286
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Machhapuchchhre Bank Ltd,146.95,4.4,151.35,131.52,0.36,131.89,0.8334
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Nabil Bank Ltd,401.85,11.63,413.48,355.62,4.22,359.84,0.8574
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Nepal Bank Ltd,249.29,0.82,250.11,187.31,0,187.31,0.7385
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Nepal Investment Mega Bank Ltd,352.59,9.94,362.53,316.82,4.88,321.7,0.8448
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Nepal SBI Bank Ltd,149.33,5.99,155.32,121.58,2.54,124.12,0.7991
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,NIC Asia Bank Ltd,360.71,0.88,361.59,302.66,0,302.66,0.8129
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,NMB Bank Ltd,199.99,2.63,202.62,194.68,3.72,198.4,0.8693
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Prabhu Bank Ltd,276.19,2.68,278.87,239.05,0.46,239.5,0.8455
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Prime Commercial Bank Ltd,193.36,4.74,198.1,173.46,0.12,173.58,0.8326
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Rastriya Banijya Bank Ltd,318.05,1.14,319.19,242.96,0,242.96,0.7613
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Sanima Bank Ltd,181.49,4.96,186.45,151.59,1.92,153.51,0.7751
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Siddhartha Bank Ltd,214.35,2.99,217.34,192.26,1.29,193.54,0.8192
10/13/2023,2080/81,2080,Ashoj,4th Week,Week,6/26/2080,Standard Chartered Bank Nepal Ltd,103.1,21.19,124.29,91.3,1.11,92.41,0.7279
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Agricultural Development Bank Ltd,209.25,0.14,209.39,189.54,0,189.54,0.8044
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Citizens Bank International Ltd,170.02,4.21,174.23,146.01,0,146.01,0.8272
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Everest Bank Ltd,212.9,2.06,214.96,172.31,1.91,174.22,0.8298
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Global IME Bank Ltd,451.61,4.63,456.24,372.93,2.98,375.91,0.8118
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Himalayan Bank Ltd,265.8,17.63,283.43,241.52,4.5,246.02,0.84353
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Kumari Bank Ltd,327.48,5.72,333.2,293.43,1.92,295.35,0.8601
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Laxmi Sunrise Bank Ltd,289.19,7.11,296.31,255.83,1.91,257.75,0.8309
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Machhapuchchhre Bank Ltd,147.54,4.5,152.04,132.01,0.38,132.39,0.8356
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Nabil Bank Ltd,407.59,11.88,419.47,357.97,4.22,362.19,0.8653
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Nepal Bank Ltd,250.87,1.05,251.92,188.67,0,188.67,0.7386
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Nepal Investment Mega Bank Ltd,355.07,10.11,365.18,316.27,5.14,321.41,0.8382
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Nepal SBI Bank Ltd,154.54,6.05,160.59,122.37,2.59,124.96,0.7563
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,NIC Asia Bank Ltd,363.45,0.88,364.33,303.41,0,303.41,0.8043
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,NMB Bank Ltd,201.12,2.9,204.02,196.68,3.67,200.34,0.8725
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Prabhu Bank Ltd,278.75,2.75,281.49,239.51,0.49,240,0.8488
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Prime Commercial Bank Ltd,195.41,4.76,200.16,176.04,0.12,176.16,0.8321
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Rastriya Banijya Bank Ltd,324.56,1.15,325.71,252.21,0,252.21,0.7743
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Sanima Bank Ltd,181.82,4.82,186.64,152.58,1.92,154.5,0.7794
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Siddhartha Bank Ltd,216.21,3.18,219.39,193.06,1.31,194.37,0.8112
10/17/2023,2080/81,2080,Ashoj,End Date,End,6/30/2080,Standard Chartered Bank Nepal Ltd,102.66,21.39,124.05,92.06,1.11,93.16,0.7215
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Agricultural Development Bank Ltd,207.31,0,207.31,188.51,0,188.51,0.8073
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Citizens Bank International Ltd,168.48,4.1,172.58,145.76,0,145.76,0.8335
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Everest Bank Ltd,210.9,2.23,213.13,170.84,1.9,172.74,0.7972
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Global IME Bank Ltd,449.03,5.16,454.18,371.58,3.02,374.6,0.805
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Himalayan Bank Ltd,267.5,17.17,284.66,240.85,4.75,245.6,0.83889
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Kumari Bank Ltd,324.26,5.8,330.07,292.58,1.89,294.47,0.8657
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Laxmi Sunrise Bank Ltd,290.17,6.95,297.12,254.28,1.95,256.23,0.8301
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Machhapuchchhre Bank Ltd,145.2,4.36,149.56,131.22,0.47,131.69,0.8422
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Nabil Bank Ltd,408.97,11.08,420.06,358.5,4.13,362.63,0.8507
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Nepal Bank Ltd,246.54,0.93,247.47,187.63,0,187.63,0.7476
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Nepal Investment Mega Bank Ltd,356.75,10.11,366.86,315.4,5.19,320.59,0.8325
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Nepal SBI Bank Ltd,153.26,5.82,159.08,121.84,2.58,124.42,0.7599
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,NIC Asia Bank Ltd,366.37,0.82,367.19,303.48,0,303.48,0.803
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,NMB Bank Ltd,203.88,2.95,206.82,196.15,3.69,199.84,0.8501
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Prabhu Bank Ltd,274.15,2.76,276.91,239.29,0.53,239.82,0.8507
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Prime Commercial Bank Ltd,191.45,4.77,196.21,175.51,0.12,175.64,0.84
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Rastriya Banijya Bank Ltd,313.53,1.19,314.72,243.45,0,243.45,0.7736
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Sanima Bank Ltd,179.1,4.95,184.05,152.55,1.72,154.26,0.7885
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Siddhartha Bank Ltd,215.62,3.21,218.83,192.75,1.33,194.08,0.8166
10/20/2023,2080/81,2080,Kartik,1st Week,Week,7/3/2080,Standard Chartered Bank Nepal Ltd,100.98,21.8,122.77,88.89,1.07,89.95,0.7327
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Agricultural Development Bank Ltd,207.17,0,207.17,188.38,0,188.38,0.8072
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Citizens Bank International Ltd,168.81,4.38,173.19,145.43,0,145.43,0.8287
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Everest Bank Ltd,209.64,2.25,211.89,169.99,1.92,171.91,0.7978
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Global IME Bank Ltd,450.2,5.35,455.55,371.2,2.87,374.07,0.8015
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Himalayan Bank Ltd,269.14,17.5,286.64,240.9,4.74,245.64,0.8334
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Kumari Bank Ltd,324.73,5.9,330.63,292.35,1.92,294.27,0.8637
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Laxmi Sunrise Bank Ltd,289.09,7.4,296.49,254.26,1.95,256.21,0.8294
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Machhapuchchhre Bank Ltd,144.91,4.66,149.57,131.02,0.45,131.47,0.8398
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Nabil Bank Ltd,406.35,11.55,417.9,359.04,4.15,363.19,0.8564
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Nepal Bank Ltd,246.54,0.93,247.47,187.63,0,187.63,0.7476
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Nepal Investment Mega Bank Ltd,356.7,10.48,367.18,315.67,5.21,320.88,0.8353
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Nepal SBI Bank Ltd,153.38,5.84,159.22,121.64,2.54,124.18,0.7578
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,NIC Asia Bank Ltd,365.95,0.86,366.81,303.43,0,303.43,0.8036
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,NMB Bank Ltd,205.63,2.98,208.61,195.77,3.71,199.48,0.8421
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Prabhu Bank Ltd,274.57,2.76,277.33,238.94,0.53,239.47,0.8482
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Prime Commercial Bank Ltd,191.64,4.76,196.4,175.22,0.12,175.34,0.8405
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Rastriya Banijya Bank Ltd,312.54,1.16,313.7,242.09,0,242.09,0.7717
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Sanima Bank Ltd,179.29,4.96,184.25,152.38,1.72,154.1,0.7869
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Siddhartha Bank Ltd,215.35,3.38,218.73,192.45,1.33,193.78,0.8157
10/27/2023,2080/81,2080,Kartik,2nd Week,Week,7/10/2080,Standard Chartered Bank Nepal Ltd,101.08,22.36,123.44,88.73,1.03,89.76,0.7272
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Agricultural Development Bank Ltd,206.9,0,206.9,188.51,0,188.51,0.8071
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Citizens Bank International Ltd,168.47,4.13,172.59,145.5,0,145.5,0.8321
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Everest Bank Ltd,214.41,2.22,216.63,170.88,1.88,172.76,0.7835
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Global IME Bank Ltd,450.84,5.28,456.12,371.07,3.12,374.19,0.8008
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Himalayan Bank Ltd,271.42,17.83,289.25,241.28,4.71,245.99,0.8277
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Kumari Bank Ltd,321.04,5.76,326.8,292.57,1.92,294.49,0.8741
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Laxmi Sunrise Bank Ltd,287.58,7.12,294.69,253.42,2.06,255.48,0.8318
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Machhapuchchhre Bank Ltd,144.52,4.07,148.6,131.44,0.48,131.92,0.848
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Nabil Bank Ltd,408.05,11.78,419.82,358.84,4.5,363.34,0.8528
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Nepal Bank Ltd,243.84,0.96,244.8,186.95,0,186.95,0.7529
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Nepal Investment Mega Bank Ltd,365.73,10.64,376.37,315.88,5.27,321.15,0.8167
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Nepal SBI Bank Ltd,150.16,5.96,156.12,121.2,2.61,123.81,0.7702
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,NIC Asia Bank Ltd,369.72,0.87,370.59,302.27,0,302.27,0.7926
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,NMB Bank Ltd,210.6,2.95,213.54,196.22,4.08,200.3,0.8283
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Prabhu Bank Ltd,272.95,2.69,275.64,239.86,0.56,240.42,0.8562
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Prime Commercial Bank Ltd,191.82,4.76,196.57,175.62,0.12,175.74,0.8418
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Rastriya Banijya Bank Ltd,314.37,1.14,315.51,242.48,0,242.48,0.7685
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Sanima Bank Ltd,179.03,5.17,184.2,152.2,2.01,154.21,0.7876
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Siddhartha Bank Ltd,216.53,3.24,219.78,193.07,1.37,194.44,0.8152
11/3/2023,2080/81,2080,Kartik,3rd Week,Week,7/17/2080,Standard Chartered Bank Nepal Ltd,100.75,22.66,123.4,87.37,0.87,88.24,0.7151
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Agricultural Development Bank Ltd,206.64,0,206.64,188.94,0,188.94,0.8146
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Citizens Bank International Ltd,167.82,3.16,170.98,146.02,0,146.02,0.8429
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Everest Bank Ltd,212.19,2.43,214.62,172.45,1.88,174.33,0.7979
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Global IME Bank Ltd,448.6,5.1,453.7,372.69,3,375.69,0.8081
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Himalayan Bank Ltd,273.88,18.12,292,241.78,4.56,246.34,0.83016
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Kumari Bank Ltd,319.14,5.89,325.03,291.81,1.92,293.73,0.8668
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Laxmi Sunrise Bank Ltd,286.5,7.25,293.75,253.86,1.94,255.8,0.832
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Machhapuchchhre Bank Ltd,145.13,3.52,148.65,131.18,0.61,131.79,0.8438
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Nabil Bank Ltd,414.98,11.18,426.16,358.86,4.61,363.47,0.8527
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Nepal Bank Ltd,245.41,1.08,246.49,186.98,0,186.98,0.7479
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Nepal Investment Mega Bank Ltd,364.8,11.06,375.86,318.82,5.29,324.11,0.8255
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Nepal SBI Bank Ltd,149.07,5.92,154.99,121.18,2.12,123.3,0.7725
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,NIC Asia Bank Ltd,375.7,0.86,376.56,301.89,0,301.89,0.7941
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,NMB Bank Ltd,227.16,2.96,230.12,195.88,3.99,199.87,0.7734
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Prabhu Bank Ltd,271.06,2.67,273.73,238.99,0.56,239.55,0.8584
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Prime Commercial Bank Ltd,190.8,4.92,195.72,177.1,0.11,177.21,0.8453
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Rastriya Banijya Bank Ltd,313.88,1.43,315.31,242.21,0,242.21,0.7691
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Sanima Bank Ltd,179.35,4.95,184.3,151.57,2.02,153.59,0.7861
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Siddhartha Bank Ltd,212.89,3.09,215.98,192.12,1.62,193.74,0.8248
11/16/2023,2080/81,2080,Kartik,End Date,End,7/30/2080,Standard Chartered Bank Nepal Ltd,101.38,22.73,124.11,87.67,0.79,88.46,0.7128
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Agricultural Development Bank Ltd,207.36,0,207.36,189.32,0,189.32,0.8228
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Citizens Bank International Ltd,168.33,3.22,171.54,145.77,0,145.77,0.8389
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Everest Bank Ltd,212.72,2.53,215.25,169.77,1.82,171.59,0.7831
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Global IME Bank Ltd,449.25,4.8,454.05,370.96,3.1,374.06,0.8038
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Himalayan Bank Ltd,274.05,18.33,292.38,242.75,4.59,247.35,0.8231
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Kumari Bank Ltd,320.73,5.77,326.5,290.9,1.95,292.85,0.8573
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Laxmi Sunrise Bank Ltd,288.45,7.29,295.74,253.26,1.85,255.11,0.8278
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Machhapuchchhre Bank Ltd,149.66,3.62,153.28,130.97,0.72,131.69,0.8212
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Nabil Bank Ltd,408.53,11.7,420.23,358.8,4.81,363.62,0.8527
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Nepal Bank Ltd,245.72,0.86,246.59,186.51,0,186.51,0.7457
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Nepal Investment Mega Bank Ltd,366.18,10.26,376.44,320.36,5.13,325.49,0.8276
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,Nepal SBI Bank Ltd,163.83,6.01,169.84,121.63,2.13,123.76,0.7093
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,NIC Asia Bank Ltd,377.92,0.85,378.77,301.77,0,301.77,0.7747
11/24/2023,2080/81,2080,Mangsir,2nd Week,Week,8/8/2080,NMB Bank Ltd,232.22,3.08,235.3,195.52,4.19,199.72,0.7577
